playlist_id,track_ids
497,16474 20268 14583 19536 5165 17203 5047 20134 11896 2117 5765 968 6524 550 7972 15907 17096 15862 7394 1275 1674 5031 18649 4267 17157
505,9229 1898 13862 18040 7197 4023 13730 8268 16008 3855 10005 3950 6448 14289 19890 13510 14919 12373 10682 8445 4771 14790 20329 405 65
509,5606 16820 9941 2437 7506 9291 9826 12510 14732 13029 16994 5881 20167 2930 4910 15499 1196 14826 7855 2997 8767 11850 13894 8953 8822
514,17972 1746 18601 17881 1494 2740 17096 12438 5928 3190 1260 8481 14591 15570 15017 14219 1857 13992 16509 7092 4364 14982 3932 1234 15670
529,20172 1111 16494 11943 11369 8491 17584 8145 7506 316 411 8866 14322 20483 12510 13288 4065 868 5606 4949 1205 4910 2151 15204 10591
532,1012 12490 3471 5147 19858 7321 18763 18254 6062 5947 2778 4085 17114 7739 10706 4710 2253 7172 11547 12929 8347 797 8796 1473 14213
537,20145 20373 1066 12908 19956 5658 12879 18986 2672 5542 3671 8926 3875 17503 1730 6246 17826 1078 15093 3351 5707 10857 19067 3464 20480
545,7000 16465 18285 6367 1830 6925 20371 5674 7436 18547 3535 15864 5252 4526 19775 19321 18479 4087 5654 19091 19352 15624 11722 11232 14848
564,13310 15722 3552 2359 15432 6112 7427 13876 11237 12576 18951 12381 7624 9580 6223 17585 11882 20247 490 20533 1906 100 3624 822 7416
567,10316 2631 13276 7808 2719 18751 7953 12225 4072 4201 3641 8720 19024 15974 8333 16204 1054 18015 7844 948 395 11390 10249 5139 16844
580,20172 411 4949 3976 10848 1149 868 10251 4401 3830 648 10711 18920 7506 10788 20134 14338 4832 14826 2674 15187 11664 315 181 2579
582,12940 11029 358 5309 10100 17634 8358 4909 2794 5679 10742 15779 5668 16673 4492 7460 5940 17114 5947 14714 17495 17865 15498 14597 1461
592,19340 9257 1060 12404 16708 15050 18669 19462 14430 18275 16598 1905 2508 14907 17586 8709 8138 12096 13401 4199 10379 4743 15824 20343 277
611,14322 15542 4417 2980 7085 12426 17524 1290 17984 2997 4954 8507 8181 13624 16433 4301 20372 9913 10474 13452 16905 13216 7989 13368 11157
615,10081 11016 10870 913 1039 15694 4201 18424 10316 18751 14903 19200 7953 15597 8781 14558 7844 15857 2719 1333 2455 6911 14832 395 3207
619,6577 10201 13129 3001 18303 11400 1192 3565 24 16756 16297 17935 4774 19056 9784 5971 2727 2286 13089 10323 3009 11715 11740 6606 13446
622,8300 3700 6985 9982 9278 11414 9051 9400 4136 16311 18876 6093 9307 3223 1490 4839 8828 19071 2348 15429 12085 3105 19756 8881 9992
625,7157 2253 18615 1012 12929 5971 14213 16311 19858 8347 7739 11547 11635 11400 13043 6985 7931 9998 9051 11173 16354 14375 456 1374 19776
631,16274 11938 6530 17301 1385 14072 16482 8595 19494 11211 7 2160 16460 18171 11835 16616 10133 5675 9205 5228 10877 17980 10910 553 5132
633,17096 6892 14395 18728 13980 20457 3190 15578 3245 16471 4460 2158 14591 5089 13823 2891 14758 11196 18401 11661 14837 17774 11405 14013 18617
636,12173 9670 17764 9060 7323 12295 6 2212 15633 16861 3832 845 10694 9678 3919 10841 18057 20121 9047 2186 6018 865 10926 1444 6010
642,1534 8956 17701 12438 9710 3073 9291 15209 11850 16984 3245 2740 8573 14453 5881 3190 17918 15770 15699 14219 19962 13006 15570 1494 16509
646,17203 1144 15495 18899 1085 14994 3403 2317 10636 5846 1372 11070 16657 12718 396 15781 15053 16486 13439 12393 3811 229 7920 13489 3099
676,573 9712 10250 3885 778 2674 541 9624 11739 12262 12425 17239 15770 18649 8953 8573 6411 11896 15670 2037 17652 18440 9974 13006 7567
683,4720 699 7153 10850 16486 5524 14796 14178 5534 3491 4013 1779 2006 1020 16331 888 8112 8033 5630 18743 7035 15688 10691 3433 15511
686,7323 18289 11654 2212 9961 3212 14679 865 4255 19654 3444 19292 15633 19399 10203 10826 19656 9067 6018 20012 9168 10841 10490 15327 12226
704,8491 3830 411 14008 16502 2579 2497 4401 18920 14826 4949 8145 10788 20515 5141 10251 5572 17584 15771 17984 1523 1189 1149 10711 15951
709,10834 19825 17663 14147 19154 1992 3471 9834 9473 12897 1271 15455 11522 11688 17071 20054 18856 8474 4370 18425 6062 14631 12490 12612 9940
714,11756 5099 19929 11740 15347 18262 69 2886 7193 15942 7611 10801 12001 19167 10323 12129 4796 368 2980 9718 4180 4653 8004 5020 2274
719,5054 2680 4926 7435 10222 5675 12919 1282 10910 7183 149 12973 11769 19529 14072 1304 2652 20 10648 2029 5228 16975 8096 14574 1965
721,12880 2037 11032 7619 11914 9624 6253 2129 10250 14052 1746 13101 18389 11119 13139 11739 17538 19023 9503 9712 573 318 360 19734 6813
724,3410 17550 11774 16080 10992 15386 19486 5003 10367 9093 20213 18062 10470 13003 7459 13043 16277 5746 6043 20267 20120 13518 18987 12921 13202
731,4013 12721 19838 7153 11357 19589 5192 1020 20169 4848 19935 797 14668 14247 18168 6716 1587 4720 19075 3790 13926 3996 15923 10706 11399
735,6253 10496 11896 11366 13237 18728 12563 4364 17096 15209 17631 7059 2740 20572 360 5765 18401 4809 20037 5978 18266 12963 19422 6981 3694
737,508 4089 10481 2989 3256 7081 9886 15038 4799 5726 12765 6157 19705 20276 519 5020 4248 13941 10057 5485 16673 12771 17012 14659 10159
740,14430 8045 9231 17200 4743 2508 15471 19814 56 7544 1253 15886 8138 4148 9003 15301 18404 7114 11074 19340 12623 4800 20157 11133 19262
744,15090 11636 5564 3001 4026 4998 20120 1372 14178 18981 18399 3526 1953 7989 13669 15775 10708 12426 10847 396 13891 1427 14615 19602 17503
746,5655 658 3860 9253 13819 17563 1322 17506 8017 19462 5474 3237 7870 14022 2236 10738 11461 18420 12931 12666 17586 13406 7686 3624 17555
774,2081 8160 9752 12633 11196 8377 1724 2891 8360 7669 14899 6494 16817 18617 13601 19367 10878 11661 14837 10202 13535 12461 12104 19055 10684
788,4482 15474 13866 20197 11226 6103 17984 9765 15715 5768 4600 4060 6214 15259 15862 2873 4350 4850 18920 18739 13216 6518 14008 20515 2579
818,4089 20163 8437 519 2134 8640 9120 10481 13154 7224 6433 10089 10843 9058 6971 55 5485 9491 1840 5722 20004 2922 9886 784 17253
859,6776 7544 1060 4800 8045 8880 6408 10930 13803 19340 1253 5750 4925 12623 1322 5474 73 16708 10521 14528 1850 18963 11882 17935 7517
914,19254 8362 16451 4058 18729 12721 14322 5463 1149 16994 797 181 1953 1085 7163 5429 15498 13891 15204 6078 5564 5324 3001 11744 13808
924,11196 5089 10567 11661 2891 8118 14836 4106 10684 3347 20152 6494 18096 14842 18401 18266 4060 14920 3976 13250 12563 18672 8360 2081 17521
925,2551 20232 16732 13223 17663 12712 4070 3628 12395 663 10630 4253 11885 18425 8082 92 5651 14820 17414 7490 11451 7558 18556 10834 13875
926,18168 3189 7163 20167 17580 4514 3748 6444 14008 15771 5606 1443 8331 10420 11664 14983 8866 10806 18848 1085 15204 868 19471 5141 1299
927,11729 1979 6237 19048 7363 520 6492 6577 9314 19336 1473 20007 8950 15471 20077 20497 16930 18254 6258 18426 10618 11599 18150 5443 7900
949,18096 12436 2873 13250 19605 4106 3295 12990 15578 3347 3379 17774 19662 8118 9205 19055 11638 20152 894 17597 13980 7485 16471 14837 18401
957,4079 17052 4268 7914 5470 15042 19464 17971 2783 6084 8658 4710 2758 6309 19873 6252 19883 5044 15288 18111 14296 4343 1374 5968 19485
961,18423 7416 3961 16079 8047 9504 762 10206 9655 13973 14961 17241 6624 9779 17663 9473 6137 12895 6446 2000 20285 11510 10584 15356 12008
988,8356 5186 15886 18830 8218 8001 4347 3600 2159 15341 2274 17200 4366 4615 13267 2965 20366 18490 16387 11133 586 163 17586 6695 3903
994,6113 7539 17357 9175 13384 20262 16351 14774 2638 2658 4737 16288 11088 1329 18983 17138 18017 10019 17366 17879 15166 10946 149 1559 26
1016,15750 4347 4549 14172 12775 8169 17309 19339 10269 1944 6006 277 13747 371 6672 9681 12910 2122 4469 20169 18668 16303 16846 16205 3600
1021,12804 5700 15392 2915 17345 19135 1246 15503 17383 8129 1777 5909 16900 16664 10347 18376 19311 11231 131 15548 2863 16516 12954 15151 4443
1027,6509 13711 10511 2693 12576 5965 8413 18938 10916 17744 9385 5644 19945 2339 4718 12536 11368 7344 12662 3532 18259 4253 7596 12250 15563
1046,4720 19008 15053 3011 1020 5633 19085 3558 16663 10438 3097 11320 8934 11961 6177 12125 1144 3491 14796 2912 26 19398 4510 1231 10234
1057,9963 2090 12802 11417 14091 7100 9007 75 17530 5657 15100 6435 9050 17153 14004 10118 653 14012 1066 12961 4720 19355 10259 14604 7697
1065,8145 12488 8048 16502 12499 8426 4133 344 14280 19376 3164 18956 6844 2323 10596 10838 1111 868 975 7940 18287 1453 10760 3646 11943
1066,14037 3622 15941 7904 2897 5846 7499 3648 11573 17154 15910 2853 2306 6466 4052 4923 15701 18418 3375 3977 10419 15750 16392 3521 13009
1087,19602 1714 10706 4910 16994 37 13029 8345 10591 10629 637 2151 4026 3001 2627 20605 13624 6444 9974 16379 1111 6353 7224 1523 17516
1092,19770 9804 14904 18743 830 9211 14306 19305 2665 19466 19834 9579 8342 4212 2132 1641 7321 17657 1276 8112 8033 13622 1678 4191 11483
1099,5141 17516 11369 16107 12510 2151 9337 648 18743 14008 8112 15900 3519 14904 9163 13622 20172 6353 4765 12284 868 15090 8767 2036 10591
1103,3698 8627 11947 1489 4301 13154 6239 3001 2980 12750 6600 1023 10089 10743 17923 872 4359 579 14571 12507 19624 817 20532 4954 6433
1108,3413 12173 7323 15312 9670 17764 10841 2212 18289 12295 15633 9060 4255 3832 13358 1444 10694 10490 9678 15241 9047 3444 13238 845 6010
1115,3424 817 12715 4301 9984 9346 7989 14571 17211 3526 16579 3698 1290 16756 19786 15750 19873 14360 12766 9903 5968 19339 2862 13844 12307
1120,6113 2561 7133 1813 17357 18051 953 16491 7174 4881 13105 20262 10019 17928 4435 11478 18146 18794 14774 45 17842 18983 16288 18017 4737
1126,8160 868 18096 10496 10251 2873 2006 10848 2497 13129 11896 12990 1111 4401 5606 2919 10591 9457 19662 3685 16471 17346 17530 11715 13216
1129,4201 7550 8254 10316 14558 4347 7920 14832 17404 15694 13573 6915 7722 10659 1039 17353 214 15485 18751 10249 11016 18625 19119 19024 395
1147,18057 6197 14559 13238 10926 2392 11654 8297 14784 10657 2212 9060 4244 15312 7323 10257 2906 15543 14412 9670 12173 18289 6066 865 8406
1163,19340 12931 7544 8017 6868 8709 9257 10738 18404 14430 16444 8466 4199 14033 20329 15050 17946 1060 18093 16845 11882 15270 20399 7517 9231
1169,628 11882 12666 20193 3860 14471 19462 11930 7114 14907 4369 7342 56 13406 1905 16901 17026 18361 4549 16859 18990 14022 123 16896 9098
1174,11463 2369 11174 15752 6423 10105 19952 1428 17080 12360 17312 12830 17776 9023 13789 2080 3387 17726 9465 6284 7072 17076 2699 6132 10932
1238,4910 1111 5074 868 7077 19317 8018 2970 4133 1523 80 2437 13682 15542 2134 16502 207 10024 9254 15259 8145 1422 19078 12488 5606
1254,8018 80 2780 7009 648 1719 2437 19317 17786 9826 8767 17459 8798 9291 7728 12599 15373 10629 7886 12639 1195 11070 16601 12594 5881
1274,13139 13542 5924 15413 9705 4965 12393 8749 20134 1020 5576 4826 17568 18428 17459 9441 15499 868 4401 2437 13272 16494 2025 2497 4169
1285,8849 13402 3876 4346 1588 5193 8540 13624 16385 12668 10346 17309 20056 18198 16905 830 11648 9681 13354 12952 17315 10821 10855 2943 4745
1302,1357 18763 17166 8838 14827 11417 1710 3260 8113 17247 9919 523 16297 10930 9007 2513 14434 6489 19173 15092 2085 15967 4925 4184 20076
1316,17780 1595 19733 3893 20415 2204 7070 5286 5661 5482 6078 4541 2316 18220 3153 18118 694 12688 4397 12581 15458 16930 6710 1525 20491
1319,3534 5018 12170 3473 9477 4333 19583 15537 19776 8950 4148 14616 6951 17026 20175 305 12243 10422 16878 18303 7342 6285 20056 12818 15386
1341,18446 4052 5890 10689 5911 19398 5359 11716 10716 15558 18575 8749 15438 4826 13879 5042 20443 5665 2505 20468 5633 16973 2306 6620 13687
1346,3600 9571 412 18830 770 7516 6460 20491 11702 19295 15843 11251 6664 8138 20607 17042 17353 8725 4347 20244 20421 9625 18539 8995 371
1350,3242 12712 12744 20232 13052 1271 5355 268 16732 11011 17869 13609 8731 8672 3486 6282 12395 7280 12506 5874 11885 4253 3467 9246 2859
1353,6556 18389 573 318 16612 9309 12880 13980 14219 1794 10264 778 6813 3932 17538 13237 1805 1234 4127 13782 7092 5903 18893 18728 3877
1363,14904 11227 10861 10848 20548 1372 17922 2346 11751 11376 2231 4234 18873 15661 16494 3420 9635 2132 20150 3565 16688 6491 11646 4839 14484
1371,1944 19339 12075 16673 4301 13803 5925 9231 17747 18830 3477 10833 8985 18290 16303 14149 7544 3537 14134 11532 11759 17820 18361 15775 18668
1379,14604 19284 6569 9557 16128 9083 16477 9744 4281 1933 2085 18352 17398 17709 11462 14281 11407 16064 18316 11006 3021 3915 15585 7469 18125
1383,4839 9051 19773 1056 17699 3700 5273 17657 456 16311 19771 13024 17909 11173 16225 6093 13787 3173 4496 7744 15664 624 11002 13426 11283
1390,5668 14668 15090 9508 18361 5097 11303 5679 14149 16451 16100 12476 4865 11233 1687 2964 9963 4058 5092 9163 12940 8539 16173 2741 2913
1398,8996 13906 13041 6695 2520 4952 15235 10038 17555 8466 17390 10936 8164 7760 10233 13486 4100 14079 18580 12224 11970 20119 15112 3473 6584
1404,5023 15036 2665 387 5612 17903 10839 14306 75 17223 3355 15640 4745 12421 8342 4720 9238 19770 3278 394 19834 7040 7205 16100 14012
1415,12414 16630 16199 20141 1681 2084 104 6712 4323 13561 678 3557 13418 7065 8125 2811 93 16108 15309 147 18240 18965 7219 1047 16007
1417,11227 14484 10446 18244 6720 12472 6313 1528 9216 18798 17748 14017 5700 7730 15503 903 10245 8467 1640 18034 20396 820 4794 13215 4443
1454,2132 16583 20135 20461 10466 3453 12762 10055 2858 10691 15801 3817 9804 8112 15837 16995 14904 12765 15646 8835 14659 9753 1951 14064 6459
1456,13251 18358 4433 19192 4355 8021 16254 28 12997 6444 1111 16163 18945 3283 765 2423 3788 3022 15585 2144 19863 2950 5264 16731 18848
1463,9060 2869 12226 18057 16861 2186 7526 3982 9670 11063 10926 7323 4185 17764 5887 9961 20121 11968 19205 2212 19800 19399 6 6197 3413
1481,1641 19305 18743 4745 3551 4058 5023 4026 1020 5359 699 5534 9804 411 14178 6682 7100 15781 4720 10691 18922 4834 1779 7943 11614
1505,15386 17550 11774 20213 13518 16080 16583 3410 13003 7750 9266 16759 10470 14694 19540 20351 10367 9184 16770 4584 7517 14751 4410 12921 8951
1519,1195 17568 4113 14665 6015 5997 17786 15713 482 15710 17034 13548 10169 18493 12707 7267 19431 10041 7886 573 19950 19252 5112 3811 667
1524,9007 17947 15264 19368 8265 5478 15868 6472 2736 17247 5441 10638 18231 5425 512 17068 4011 9146 11462 18174 8341 5097 12802 17358 1530
1534,18057 16861 8297 19205 2392 15543 12173 3963 18026 10002 16585 2869 8840 3982 5878 15335 7910 19800 18701 2212 7763 7526 9168 4185 12226
1542,17353 214 20244 17396 11262 19295 9625 13908 20421 19115 17760 17213 18464 14841 13630 17367 12220 323 4298 13004 8333 20417 7066 172 412
1545,19192 14612 3650 2423 6667 3022 16254 6472 14213 2617 17281 20135 12988 1180 18063 20131 2253 18254 1806 6139 2993 15347 6682 2052 6732
1554,411 2579 4288 15771 20515 14008 8491 315 10848 17984 9300 8145 20134 11369 2919 10788 5572 19033 4832 20167 20172 4401 12013 4482 17584
1560,17764 18289 9670 14679 6 15312 11654 9961 10694 3413 7323 352 15241 9060 4255 18026 3832 14142 3444 19654 10973 10350 2212 6018 10410
1588,9388 12666 4774 12046 3511 250 19558 11271 2730 7611 9718 18404 628 12765 720 4128 14907 11615 10521 17586 9249 13908 18073 4369 12931
1590,15328 7414 20197 19158 7053 2793 14345 17887 1328 4811 5171 11765 10418 16454 19043 19725 1712 1547 2736 5279 7580 6188 4464 20276 2173
1601,16502 14732 20172 868 2919 20515 4401 7506 8145 14338 10711 11943 18428 14002 12013 5606 4288 15187 411 3617 12488 5300 8539 1422 18397
1637,6704 18599 1179 4199 6868 6733 7517 15446 3337 5201 19856 8709 14033 9231 16591 1701 8045 19340 15050 5474 15270 7185 6776 14430 12056
1639,18987 9093 15386 20351 3410 13734 10367 17550 13886 521 10794 5746 14694 9843 8045 11656 9184 3473 8429 7411 11774 9602 11242 20332 20213
1661,6379 18578 11951 2994 3264 16645 5640 344 3938 13153 5100 5633 4506 3865 17761 5167 19398 19191 18763 1111 20048 11629 18107 18515 2252
1673,405 4743 1944 8138 14149 9231 10491 11258 1641 8356 11133 6695 15090 3868 1502 18361 17200 12075 1898 16303 11717 16912 1476 4111 13487
1679,740 14190 12908 15100 226 397 17223 16528 20540 15758 15878 1530 7516 12394 18576 12040 10496 5817 11251 13807 15036 10508 19167 20145 3979
1682,14360 1290 607 4954 11157 12910 10957 9913 18262 7989 14662 12426 16083 14097 11753 8507 19078 6823 11715 14322 12715 14615 4301 4417 1909
1692,12507 579 11157 8507 3304 1290 20372 607 1476 308 14907 18262 11740 15547 6823 20532 2153 16433 4089 7224 16557 13624 2134 3424 5020
1701,19928 11413 18490 5247 12129 1066 3511 11407 9271 11894 18335 10966 5282 20373 7040 10496 1730 5510 15666 19816 14202 16496 1806 6667 7305
1703,4026 3551 10706 15781 5100 4202 1900 11357 10708 14160 8195 7163 12768 5564 1085 6843 1919 11633 5359 17503 11614 15661 19429 3606 9974
1712,19576 13034 20572 4305 8622 12010 13990 19721 18982 4069 10985 3560 19812 20381 10086 11403 19704 17157 19163 14859 550 5047 6602 19551 9651
1713,17034 1069 5112 20287 13823 1899 9061 14173 15725 3245 5513 14770 6847 4809 2436 13971 9526 10776 12425 3811 20534 8229 14176 3683 19536
1729,7989 3698 3001 14662 17984 3424 9778 15750 1605 6823 16673 16083 19339 1290 14360 16536 9903 19244 10474 308 4944 4695 20051 12715 9984
1730,5149 18856 19969 18755 3961 14631 9940 12071 20005 8847 4283 2918 1271 15099 7490 8731 17414 19219 3242 11805 12600 9580 20501 16552 19679
1731,1329 6564 8296 2591 13269 1813 19396 10237 11478 17357 7539 12628 12919 553 11905 9175 16460 17321 15783 11870 5540 10019 9205 18583 1886
1734,14309 12963 10828 16471 4057 6981 4259 13671 8229 20037 1635 15088 11405 19317 11663 4460 12999 6687 6245 19662 14885 8018 13595 1018 9942
1740,15312 16861 3919 19205 2869 14100 2186 20121 16585 19800 3413 18701 5878 1048 18289 6197 16909 6 17764 15335 8297 15241 2392 3982 12226
1742,17487 11943 14826 3856 2957 4949 20526 15187 17346 7506 10848 5206 17584 4401 13682 1422 10024 16502 4910 2919 1111 3121 8145 8439 16891
1747,6564 12628 17321 8486 8296 10237 1471 6780 17102 12053 18504 2748 836 11903 14563 14087 3377 15160 513 83 18606 8457 11138 8896 15996
1755,14668 8160 6892 11196 1724 18617 11661 2891 14899 19055 8377 19844 13250 5924 17390 14309 19838 17556 12633 11638 18266 19590 8360 10496 11233
1766,20263 6214 4401 3870 13866 11226 2332 20295 4350 20515 2873 2919 4060 3976 19069 3121 12013 16502 2385 751 20197 411 9313 7977 10848
1807,797 20051 10269 20263 6103 8491 15771 12436 5572 13216 3830 12278 2151 1149 15893 3698 1372 9792 4288 19244 19889 2002 15204 4482 18836
1814,17383 11286 15667 19311 15503 11231 17748 15392 19135 12804 1826 17020 5909 10446 17345 11239 3033 15548 10200 7369 13560 5376 12876 18376 6832
1820,5817 18040 4023 3950 19890 9229 13185 16008 7197 16942 12066 631 3855 13730 6448 8268 1247 16457 17454 11133 13862 12286 4771 10672 12373
1852,1710 6823 3304 11740 17990 5485 7131 13129 16297 2980 14360 1290 4954 7989 16083 16557 18726 11157 5722 7611 4085 12715 3511 477 8361
1854,2997 5606 14826 4949 16502 80 4514 8018 20172 2919 5141 19377 2151 19252 11664 18428 1189 4832 315 181 10848 8539 4401 14732 11943
1871,19711 10511 13027 13354 17963 17315 8629 10916 12536 9385 3520 5965 16941 12250 3532 12662 17534 13618 755 70 18009 12576 9815 895 20420
1880,125 9118 4376 14007 6799 12718 1243 5487 5765 16800 16436 7527 4663 19536 12646 2641 10496 10529 9578 11101 15194 9668 2117 11502 20362
1881,2581 13402 13212 3876 16433 4346 8540 17019 1588 11648 5193 13624 12668 17309 9681 16905 9201 13737 12952 13908 6426 17860 19385 5947 10855
1883,13518 6309 12622 17554 4998 18110 14889 18876 18072 2518 15410 6436 5333 5842 13177 11794 6252 9007 7463 16583 2758 3410 12237 15288 13726
1885,10706 1587 4026 4202 12768 10239 14378 1714 5359 3551 11347 3606 18332 7163 1656 9159 11614 17346 13930 15781 6843 1133 7077 1900 8195
1898,6409 18615 14213 6985 7739 1012 2778 18254 4710 12708 13043 13592 11774 4998 13426 8347 19776 1473 9582 13539 19976 10618 5443 5971 2417
1904,16392 8749 11496 10100 4743 8539 14916 8169 1944 12311 7460 7896 12032 956 15498 18743 17820 4603 3551 14248 3375 7163 13972 4745 15360
1907,16309 16923 9061 3885 6253 11206 18266 4795 18728 13980 15578 8956 16471 18381 2740 316 2348 15209 11366 14527 3190 19422 13139 4136 10264
1912,9941 16820 18503 3431 17918 12834 9826 8018 9710 9974 8573 10636 3811 6242 15333 7728 17157 12594 5606 11850 5881 4266 14453 2970 4305
1916,10543 16410 18644 15778 8356 1944 14134 11344 5981 19814 12550 15843 13570 7410 4543 16812 18830 19155 13975 16577 11717 11855 17056 3654 11916
