playlist_id,track_ids
532,4710 5947 2417 12490 3471 6489 8796 6062 19858 5147 456 7739 2778 18615 1241 797 7321 19887 5971 19824 18254 10706 18763 8347 17909
537,20145 20373 2672 18986 12908 17907 5658 1730 3351 19956 5542 12879 3875 6246 5707 20480 15093 7098 11407 1078 8926 3464 17826 660 11357
545,16465 18285 6925 6367 1830 20371 18547 4526 5252 4087 19091 18479 5674 7436 19321 19352 15624 15864 19775 4707 5654 11722 17818 11232 14848
564,11882 13310 13876 15722 15432 11237 2359 1513 6223 12576 7624 12381 2000 490 11930 10511 9580 268 19679 17585 20501 20247 6703 7416 15185
567,12225 2631 15974 4072 10316 10561 18751 7953 7808 4201 7844 8333 8720 2719 16318 948 1054 16204 5139 11390 18015 16430 6911 10368 19467
580,20172 4949 411 648 10848 10251 1149 18920 4401 3830 14338 7506 19377 4832 10711 10788 10024 14277 11664 10910 5606 12013 1523 2579 2674
582,17634 358 14597 15498 4909 5679 8358 5309 11496 394 17865 7460 2794 15779 20150 5940 16673 16447 14668 15640 17214 14714 17495 11636 10339
592,16708 17586 18669 9257 19340 18275 1060 15050 12404 4743 14430 8138 9173 18404 2508 8709 5631 16598 1905 19462 16521 18904 4952 12931 12539
611,4417 17524 12426 9913 19991 11180 2980 11803 15542 16433 15750 2997 1290 9778 9681 7085 13624 4301 12806 10346 17984 8507 11157 3698 7868
615,10081 10870 11016 1039 913 16336 9242 19200 15694 2455 8781 4696 2807 16318 14903 15857 7844 18751 7953 16152 18220 17490 12225 15597 14558
619,6577 11715 18303 10201 13129 11400 3565 2166 11740 18426 9784 13243 19056 19630 1192 7931 13089 24 4796 13539 3001 17935 11894 11413 3685
622,3700 9982 6985 8300 6093 9051 16311 11283 9307 15429 4136 18876 624 16225 11414 9400 13177 19771 9278 19071 3223 2348 4102 3105 12085
625,7157 19858 14213 1012 2253 12929 1374 5971 11635 13043 5314 18254 7172 11547 18615 16311 14375 7931 7739 16354 19776 456 19976 9582 11400
631,11938 19494 16274 17301 2160 5987 16482 8595 17980 1385 6530 5228 6616 14072 13409 10133 11835 11211 5675 16616 3990 15559 9205 16924 10877
633,6892 13980 14758 5089 3245 18728 3190 18401 15578 6253 20457 2891 11196 11661 8229 14591 19912 4460 13250 14837 541 12393 13823 14395 8160
636,12173 9670 6 17764 2212 3832 845 15633 10694 16861 865 9678 10841 3919 10826 2026 20012 9047 5415 18057 6010 19292 13238 19656 10490
642,1534 9710 11474 3073 17918 12438 9291 19555 18875 3245 15209 7765 6837 4965 11850 14453 13006 5881 14219 6829 13237 4511 15699 5100 15570
646,1144 5846 3403 18899 15495 1149 396 15053 1085 14994 10636 13439 1372 3811 15474 7147 7722 15476 11070 19644 12510 16657 3099 2317 16486
676,573 778 18649 10250 9712 3885 5576 11739 9624 20134 541 15413 1398 7619 8573 13101 2437 2674 8953 1805 12425 2587 1719 11699 13894
683,4720 699 16486 7153 1020 3491 5524 14178 5534 888 12516 2006 3375 1779 5633 3097 14466 4013 3433 8033 16331 18743 5630 10339 15688
686,18289 11654 2212 3212 9961 14679 19399 4255 9168 10203 19654 3444 15327 19292 15633 12226 10490 19656 18026 20012 9067 4473 6018 10657 10841
704,3830 2497 411 2579 14008 16502 8145 14826 11647 4401 5141 2048 18920 20515 10251 15771 4949 15900 14277 12013 1149 5572 4832 15951 11369
709,17663 10834 9834 1992 9246 12897 19154 14147 3471 9473 8474 17071 15988 15455 12490 7961 9940 6062 18856 17635 20054 5149 18824 12766 4370
714,15347 11756 5099 15942 3304 5542 7193 9957 8910 19929 9491 20359 10323 368 13442 69 12507 20532 4796 11271 11740 12046 8067 14358 2972
719,12919 10222 5054 4926 2680 19060 10910 7435 17010 2652 16975 19529 149 5675 1282 2676 713 14785 10361 19494 20 8096 12973 15215 2411
721,573 2037 7619 11032 9624 18389 9712 11119 6253 13101 11914 12880 3637 360 17538 1805 14052 1794 318 19023 18637 2129 10250 778 8030
724,3410 17550 16080 19486 20213 15386 10992 10367 5003 13003 5746 10470 18062 9093 4998 7459 4584 6043 13518 13043 2417 9184 20267 20120 18987
731,20169 4013 19838 12721 7153 1020 14668 19589 15781 5192 11357 14247 1587 18168 4848 797 3996 19935 16866 6716 19075 10706 15923 1111 5606
735,10496 6253 18728 17096 11366 18266 4364 17631 11896 18381 7059 4809 2740 12963 20037 360 18401 17926 17239 5165 20572 3885 1635 10828 15017
737,4089 508 2989 10481 15038 519 7081 4799 368 12765 9886 15547 5020 3256 5485 6971 6433 6157 6005 5726 3669 19173 7032 8577 19020
740,2508 17200 4148 4800 7544 9003 56 8138 1253 19814 5750 12623 7645 19262 12075 6695 6408 19340 15886 11074 18404 15471 14528 15301 20157
744,15775 3001 11636 15090 16303 5463 19991 4998 14178 10346 13669 1953 15750 20225 11477 20120 4695 3526 19602 9346 396 5564 4422 16673 17423
746,9253 3860 658 1322 5655 5474 2236 8017 17563 14022 19462 7686 10738 17555 18420 7870 19112 11461 17005 13406 4989 17586 12931 4336 12287
774,8160 12633 8377 1724 11196 8360 10684 11661 18617 13535 7669 16817 14899 12461 12104 18745 13601 15142 6494 19367 19844 2891 5089 7672 14836
788,15474 11226 20197 6103 15259 6214 4600 5768 4060 6518 4350 15862 4850 411 2579 18096 13216 18739 16749 18920 7303 12315 14738 8491 2873
818,519 8640 13154 20163 6433 6823 9120 7224 8437 10843 17253 20004 9058 10089 2922 15547 3256 5485 6496 15942 9886 5722 12507 9491 1840
859,6776 4800 8045 6408 10930 1253 7544 18963 12623 1060 5750 8709 10786 5474 1322 8466 18995 16708 7517 19340 18773 14528 19690 10521 1850
914,19254 1085 16994 4058 16451 13891 8362 18729 5429 5463 394 1443 15204 1953 15498 1149 15935 3799 14178 797 7163 10346 12284 3001 11313
924,11196 5089 10684 4106 18096 10567 8118 2891 11661 18266 17556 2919 6494 7325 7485 3347 17695 14836 18401 6892 17521 20152 1050 17774 2081
925,2551 20232 12712 13223 17663 663 5651 8082 12395 11885 2859 6672 14820 13875 10630 13973 19973 13347 4253 6026 18856 17734 10834 10111 9940
926,18168 4514 19431 7163 18878 8866 11664 8331 1443 425 3189 17580 3748 5141 15771 8659 9669 1085 11483 20167 14008 13498 6444 10806 3830
927,7363 1979 11729 16930 20007 9314 6577 6492 8950 20497 11599 1473 11186 18426 15509 6258 16505 4642 15471 18150 13532 19336 20077 5443 8036
949,2873 18096 3295 12436 19605 15578 19662 17597 4106 13250 4460 12990 16471 3347 13216 11896 20152 4060 3379 8956 9205 18401 8360 894 17774
957,4079 4268 2783 7914 6084 17052 17971 6309 5470 2758 15288 2778 14061 4710 19464 18715 5184 6252 8658 15042 4760 8347 19873 18111 3259
961,3961 9504 8047 11510 12895 13973 17241 14961 6624 13204 12008 10206 19969 9473 829 9655 9779 10583 19219 2000 6446 16560 20285 17663 15185
988,4615 5186 8356 8218 15886 8001 4347 2159 18830 11133 6695 15341 3600 17200 17586 18490 2274 4366 3903 20366 16387 770 163 586 13267
994,7539 9175 20262 14774 13384 2638 16351 11088 4737 18983 16288 2658 1329 17138 18017 17366 15166 1559 3082 10019 17879 19954 10946 149 11982
1016,4347 1944 4549 10269 7260 8356 371 12775 14172 8985 12952 17309 14907 13747 8995 8169 3445 12910 6672 16303 6006 13808 13880 15750 13908
1021,12804 5700 1246 15392 2915 17383 15503 17345 2863 4443 8129 19135 15548 16664 11231 19311 1777 5909 6271 16516 10347 16900 1826 2191 18376
1027,6509 5965 13711 10916 17744 7344 8413 2693 11368 3532 10511 5644 339 822 18824 9385 18938 19945 2339 20420 15496 7427 13184 895 4718
1046,4720 3097 5633 10850 11320 19008 3011 1056 5739 10438 1231 3558 1020 9442 10234 12599 8063 10913 5630 1144 2068 13787 18446 26 19085
1057,7100 9963 2090 11417 12802 17530 9007 19834 653 14091 75 19504 19770 17153 9050 14012 10118 1641 15168 7697 5657 16436 15831 17714 15100
1065,16502 8145 12499 19376 8426 6844 8048 18956 344 2051 10838 14280 1111 3164 2323 975 8055 10596 12484 7940 463 3646 20133 1453 4133
1066,3622 9681 7904 3648 15941 3375 2897 3977 5846 11573 6466 15910 7499 2853 3551 17154 16392 13272 2306 15750 15053 11320 4212 17334 19398
1087,2627 37 16994 6353 13029 4910 9974 10591 1111 10706 20605 2151 16379 4026 1523 12639 637 6444 15781 5100 15053 20163 6823 3788 13624
1092,19770 9579 14306 9804 14904 2665 19466 18743 19834 1641 7321 8342 1276 19305 2132 11496 8033 6735 4058 1678 4337 4191 16331 17865 17657
1099,18743 17516 15900 9163 16107 4765 11369 12510 9337 2151 10591 16905 648 14322 10269 9804 15090 14008 11029 10691 3519 1149 5739 2834 2036
1103,3698 4301 16579 1489 3001 10137 11947 4359 8627 13154 1698 4954 6239 7989 14360 9984 1023 12750 872 16083 17923 17114 12284 10833 5859
1108,15312 9060 12173 3413 9670 17764 10841 2212 12295 4255 18289 15241 9678 3832 10490 3444 15633 10694 1444 19656 13358 13238 2026 9047 19654
1115,3424 817 16579 7989 4301 12715 9984 16756 19339 5968 14360 2862 1290 2122 3698 9903 5947 17211 19873 7085 579 3526 19779 15750 15942
1120,6113 7133 18051 1813 953 17357 10019 13105 16491 7174 4881 45 11478 4737 10910 14774 18146 5796 17842 18794 15682 4435 16288 18897 5675
1126,14826 10496 14309 6981 6103 868 8160 4401 16866 10591 19662 2873 20197 11369 2919 18855 411 2497 17584 9942 10251 3431 2006 17530 7506
1129,7550 4201 17353 10316 14832 323 19024 17404 11016 8254 10249 15694 19467 7722 18751 214 7953 11682 395 10659 7920 11390 10368 20491 18377
1147,6197 13238 8297 2392 14784 11654 10257 15312 15543 7323 10410 2906 2212 14412 9060 4244 12173 9670 19656 7718 865 18289 18612 13100 1444
1163,7544 6868 8709 8017 9257 12931 11882 14430 8466 20329 15270 16845 7517 16067 16444 18093 18404 15050 3624 10738 18599 8964 277 9231 4199
1169,11882 12666 13406 14471 20193 14022 11930 14907 1905 17586 19648 18361 4369 19619 16859 16901 1653 7342 18275 5238 1060 56 123 3953 3237
1174,15752 11174 6423 1428 17312 12360 9465 17080 13789 12830 6284 7072 19952 17776 11045 10932 2699 9023 6874 2080 12320 3387 17076 17726 3335
1238,1111 19317 8018 5074 4910 7077 3431 8145 1422 1523 868 13682 2970 15542 10024 15259 16502 207 14322 9254 5606 8798 4949 15373 10251
1254,8018 80 2780 17568 6933 7009 1195 2437 1719 17786 5100 17826 7886 20216 18493 15710 19317 11070 5881 648 17459 14665 9826 10828 8767
1274,13542 2674 17568 19398 13139 8749 4965 15413 5881 15499 2367 17786 2497 3885 1063 563 2579 4169 5606 15640 17459 4826 16820 15767 14277
1285,8849 3876 4346 1588 5193 8540 13624 12668 10346 16905 17309 6426 10855 830 20056 13354 4745 14615 11648 9804 12426 9681 12220 9317 17131
1302,1357 18763 17166 15092 14827 17247 11417 7931 19597 8113 9007 8838 19385 14434 2085 1710 15989 12358 10930 514 4457 4184 3533 15967 2513
1316,19733 3893 5482 20415 7070 5661 6078 16944 4675 4397 18118 15458 1525 2316 4541 3153 12581 16930 18220 2887 694 12688 15471 1492 7187
1319,10698 3534 3473 9477 5018 12170 4148 8600 19466 17026 19776 14471 17265 19583 9963 4333 10422 305 7342 18944 14736 6784 20175 3860 6951
1341,18446 5890 4052 13865 12822 5665 18575 19398 15438 8749 15558 11716 5911 5633 10679 4826 16973 14482 17239 3648 6080 19029 5359 5042 10013
1346,7516 4347 11251 18830 412 14949 9571 17042 20491 15843 8725 770 8356 11702 19295 17353 8995 6664 12197 3114 535 8403 2199 12592 20421
1350,3242 1271 13052 12744 20232 12395 5355 268 3486 8672 11011 2859 11885 13609 4253 13223 9246 17414 12506 6282 3493 15722 7280 13347 8731
1353,573 16612 6556 18389 7092 318 778 9309 17538 1805 1794 13980 5903 4127 11779 14219 10264 6813 14052 12880 3463 3932 3790 18893 11032
1363,14904 1372 10861 15771 15775 11227 6491 3996 4944 12783 18873 2231 20548 11376 4234 10848 19137 5008 2132 16494 15750 8494 17922 18161 15661
1371,16673 19339 1944 5925 14134 18668 8985 13803 18290 12075 15511 4301 3477 8138 11180 16303 17747 18830 15430 2122 9231 8880 4954 4757 1386
1379,6569 16128 16477 4281 9083 1933 18352 2085 16064 9744 18316 17709 7469 14281 9864 17398 18125 3021 15585 9530 11407 51 11462 2501 13297
1383,9051 1056 3700 19773 15664 17699 456 5273 13787 16311 624 17909 9982 17657 13024 7498 4496 15092 16225 6093 4234 11627 15429 7744 4544
1390,4865 18361 14668 9508 8169 15090 17200 4603 14149 11496 2964 4743 8539 17720 11029 16457 11233 56 14154 11303 12940 4523 5092 16447 2897
1398,13906 8996 13041 6695 4952 2520 10936 11970 8164 14079 10038 15235 7760 13486 15303 18040 8466 3473 17555 18580 4100 16087 10233 15112 1914
1404,5023 5612 15036 387 6068 15640 17903 5906 3021 14255 19770 8614 16100 2665 1849 14306 17223 1463 7100 16173 6788 19834 12421 3799 10691
1415,16630 12414 16199 1681 2084 104 13561 2811 13418 7065 6712 4323 3557 678 93 8125 147 16108 1195 1047 18965 7219 18240 15499 16007
1417,11227 18244 6313 17748 10446 14017 13215 9216 903 5700 12472 820 2696 18798 1640 8467 16864 11752 10245 8494 4794 18948 18034 749 9456
1454,16583 3453 12762 20135 20461 10691 10466 9804 2858 10055 8112 1849 15837 16995 3817 4234 17657 15801 14904 9477 9753 6459 12765 1951 14659
1456,13251 4433 2423 19192 18358 8021 18945 16254 28 12997 16163 6444 12323 4355 2144 19075 2755 6383 765 1111 3283 2950 3788 3022 9477
1463,9060 12226 18057 9670 2186 17764 16861 3982 2869 10926 19205 2212 4185 6197 8297 7323 7526 3413 9961 11063 11968 5887 13042 19399 15241
1481,1641 19305 4058 18743 4745 3551 699 1020 9804 5023 4026 411 5359 394 4834 7943 10742 18922 20134 7100 5630 16583 14904 11614 5534
1505,15386 20213 13003 17550 11774 16080 3410 13518 10367 16759 4410 9266 14694 7750 9184 8456 14751 12921 10470 19540 14237 4584 14623 1553 8951
1519,1195 17568 4113 14665 482 5997 17034 15713 6015 17786 10169 18493 15710 13548 12707 7886 7267 12425 10041 19252 8145 2997 13595 14008 573
1524,18231 14659 17947 9007 19368 5279 17247 20461 13210 8265 7907 6230 16873 4011 16954 15264 11462 5441 13810 9436 15868 5478 17530 5097 14046
1534,8297 19205 2392 15543 12173 3963 10002 3982 18026 8840 2869 16585 5878 15335 7910 9168 2212 19800 16909 6860 11968 12226 7526 18701 18628
1542,214 20244 17213 19295 4298 7066 9625 20421 12592 17396 19115 13004 13908 11262 18464 14841 3131 17367 20506 16318 9410 17760 16299 7953 5371
1545,6667 19192 2423 14612 3022 3650 2052 18063 20131 5639 2006 19929 6139 13435 12129 2993 18254 6732 20135 14213 17281 2617 2253 17709 8608
1554,15771 20172 8491 10788 4288 315 14008 411 11369 4401 19377 17584 9300 4600 2919 14826 20515 18920 5768 4832 5141 20134 5572 17984 4949
1560,17764 15312 9670 18289 352 7323 4255 15241 9961 14679 11654 10694 3413 10973 2212 3832 10410 16585 18026 3919 14142 19654 3444 9678 6018
1588,13129 12046 11715 1192 9388 14443 6098 9718 10201 4774 12666 7611 250 14907 19558 9249 3685 4369 3511 898 18073 16205 20331 4128 11271
1590,15328 7053 20197 1328 5171 1547 2700 11765 10418 14345 12837 16454 12436 19043 17887 5024 4811 6188 18821 2736 19385 12988 19889 7580 2173
1601,16502 14732 11943 4401 2919 868 20172 10711 20515 12488 14338 18428 7506 13682 15187 8145 6954 5300 12013 18412 18920 9690 5606 14002 3617
1637,6704 18599 6733 4199 3337 6868 7517 15446 19856 8045 11047 1701 18773 5201 15270 6419 14033 9231 16444 19340 12056 3744 12931 1253 3948
1639,18987 9093 15386 3410 20351 13886 9602 9231 17550 521 13734 19028 5746 9843 14237 14694 16316 10799 14033 11656 5220 10367 16080 11794 19486
1661,6379 15053 17646 11951 344 18578 4923 19398 3264 13153 2994 3097 5633 4506 5640 16645 11468 3558 16973 2252 17889 9442 18878 9974 11320
1673,405 1502 8138 9508 4743 17200 14149 6695 10491 1944 11133 11258 956 16912 10572 7904 8356 11717 15090 1641 12075 3868 16303 6343 11573
1679,12908 740 4457 7153 14190 20540 15100 4857 18576 19838 226 12040 12394 18937 15758 397 14247 660 13807 19652 14440 16528 3979 5893 6577
1682,14360 1290 7989 12910 10957 18262 607 14662 11157 2980 14615 16083 12426 9913 12715 11753 9778 15750 4301 11715 14097 6823 3698 8507 11513
1692,579 18262 12507 1290 20372 308 13624 11157 17984 607 16433 3304 2153 14907 13119 17747 12715 11180 10474 1476 14581 3424 17035 6823 11740
1701,5247 1066 3511 11407 18490 1730 12129 19928 15362 6139 7605 11261 11413 20373 11894 9271 17530 8892 17016 18709 15666 17586 3758 3787 18335
1703,15781 5100 3551 10706 4026 6843 2912 11357 1900 4202 1085 10708 5359 1133 11347 19429 1919 9463 3238 5564 8195 12768 7163 11614 15661
1712,13034 20555 19576 4305 9578 11403 19721 10985 18982 7001 5669 12010 6263 19812 6602 8622 550 20381 783 13006 20362 20572 17157 6919 19551
1713,1069 20287 5112 1899 14173 13823 667 13971 2436 15725 9061 5180 221 19813 19699 6847 14770 3894 3245 4809 8229 10776 3811 3683 12425
1729,7989 14662 3001 3698 3424 6823 16673 17984 16536 9778 19339 15750 9903 14360 10137 16083 14571 10474 1605 9984 2581 4089 12715 12910 4695
1730,5149 3961 18755 18856 2918 20005 15099 17414 7490 4672 14631 662 7427 11805 1992 16552 9940 3341 12071 9473 11688 14147 6821 12600 19219
1731,1329 2591 8296 19396 7539 13269 10019 1813 10237 11478 15783 17138 9175 17357 17321 5540 14774 9205 15166 18983 553 11905 1886 15996 16460
1734,14309 8229 4057 6981 12963 13671 10828 11405 20037 6245 12999 18728 15088 11663 32 10348 19317 17631 18048 4364 4460 19662 16471 13595 14885
1740,15312 16861 3919 2186 18701 16585 3413 19205 20121 5878 1048 6197 15335 6 2392 8297 18289 17764 12226 3982 15241 9961 6562 8840 18628
1742,14826 11943 17487 17346 2957 15187 10848 20526 2919 1422 5206 3856 3238 4949 7506 4910 15869 14378 17584 19164 13682 16891 6954 2497 15544
1747,8486 6780 3377 18504 10237 8296 17321 17102 836 12053 1471 14087 83 2748 8457 11138 14563 513 15160 11903 14332 15364 12265 8896 15996
1755,6892 14668 11233 1724 19844 18617 11661 19590 11196 5649 12461 2891 17865 13250 17556 14309 15779 17390 8377 5668 1635 1461 10496 18266 7669
1766,4401 20295 4350 13866 2332 12013 3976 2919 16502 20263 12499 15715 5572 751 3870 9313 19069 20515 4060 11226 4003 3121 411 2385 20197
1807,797 20051 15771 13216 16379 8491 16994 12436 963 2151 1149 12278 19602 1372 19889 4288 3830 15893 5572 16905 14738 3698 9792 4319 4523
1814,17383 17345 15392 15548 15667 17748 12804 15503 19135 19311 11231 5909 1826 11239 15437 10446 3033 12876 17020 3420 13560 6931 2191 7369 18376
1820,5817 12066 16008 3950 6448 19890 13185 1247 13862 18040 9229 16942 8268 10975 17454 13730 13510 6091 12286 12373 11506 3855 10682 631 10672
1852,3304 11740 1710 20120 14360 6823 16083 7131 17990 5485 7989 16297 13129 2980 4085 3685 1290 9346 5722 19606 17406 12910 12237 2203 11400
1854,2997 20172 4514 8018 11648 19317 2151 14732 11664 19377 11943 8539 5141 1189 315 10848 411 4258 18428 3976 4832 2780 13682 2243 4401
1871,19711 10511 10916 13354 17963 13027 17315 17534 12576 16941 9815 18009 16267 12662 5965 12536 9385 895 15496 3532 14680 20420 12691 12250 8413
1880,9118 125 14007 4376 6799 16800 5487 16436 1243 19536 12718 18712 7527 12646 6602 4267 10496 2822 5165 18859 583 4663 12145 2641 17046
1881,2581 13402 8540 16433 3876 4346 1588 5193 12668 17309 11648 13624 16905 9681 13737 6426 8348 12220 972 12952 13908 4850 9201 17498 12329
1883,4998 18110 17554 12622 13202 6309 2518 3410 6436 316 11242 15410 5333 7463 14889 11774 12237 13177 6181 9392 3260 5842 6252 11794 222
1885,10706 1587 14378 17346 5359 1133 4202 4026 15781 1714 10239 11347 13153 3790 18332 12768 6843 8207 2605 7077 3788 1656 660 19429 18986
1898,6409 11774 1012 14213 18615 6985 4710 7739 12708 13043 13592 18254 4998 11002 19776 14226 10618 3229 9582 13426 5314 8500 1473 3700 19173
1904,11496 8539 18743 4743 15498 12311 12032 7896 8169 956 3551 7460 3375 17820 13972 5564 11313 20023 7100 15360 14248 405 12393 3996 5924
1907,6253 18381 8956 13980 3885 4795 16471 15578 11206 10264 18728 316 3740 2348 2272 17138 12919 1635 15209 18266 15410 15591 19756 19422 11366
1912,17918 10636 16820 18503 7728 9974 2252 3431 15333 8018 19217 4305 9941 5881 1719 17307 550 3606 8573 15735 8822 2780 689 5045 9826
1916,18644 10434 11916 18830 14134 15778 1944 17056 10543 4549 8356 12550 19155 11344 15301 16896 6006 14949 12851 4029 13570 17249 13747 9900 19557
