playlist_id,track_ids
1986,11157 1290 1489 13119 18262 5722 10074 11740 12952 817
2005,16601 7153 12510 10591 12882 19838 797 6716 1523 14247
2014,723 19699 2317 18627 2984 12718 4807 13452 1482 4266
2015,13622 1951 11282 20461 8539 8112 9508 11029 7000 14904
2022,13593 8618 8342 20444 4704 333 3272 8033 12196 4502
2042,4013 5100 3790 16820 12639 6716 9676 11357 4046 8324
2061,4986 975 10654 8426 5765 12488 8048 4133 3602 5551
2068,17034 11490 20287 1534 15821 18855 11405 9913 4057 2740
2070,5020 8437 16756 11715 6287 15472 9717 9346 12507 15942
2080,6823 2368 18399 15542 7085 17217 2151 797 15900 3164
2125,2409 5069 18906 4152 19411 17827 10022 8690 7242 16171
2134,11896 10496 5765 13368 8229 13452 2641 14176 3403 12718
2142,4834 699 17346 1580 2596 12587 4510 20444 13593 4540
2162,15542 8828 9749 3830 13689 13592 7506 12715 14322 3173
2164,16615 10894 10636 8281 2671 3633 10686 7394 15007 5541
2171,16338 8658 7224 817 9346 7868 6077 3698 12715 3001
2174,16601 14826 18428 10629 868 17652 1149 20169 8539 3830
2180,360 15578 17239 16760 14395 18728 6253 15570 19422 2412
2185,6925 7436 3535 7000 15624 19091 4087 11722 16465 4707
2213,9288 9952 19054 8928 4089 1297 17330 20051 19735 14612
2227,9669 9550 4202 4658 1111 16866 11633 4649 15781 7035
2229,14527 3190 13980 17096 3729 2740 16509 16760 1234 8956
2240,1727 11202 2820 4683 3477 3831 4839 4359 5739 5859
2246,5739 16225 19773 5273 18981 4839 20016 4355 20120 10913
2251,13510 4023 1898 3950 6091 453 18040 12066 10672 16942
2261,19008 6971 18440 699 20433 18753 1020 13465 6600 5630
2275,9229 1898 18249 4111 14154 4800 16008 4916 14907 17504
2277,2144 9457 17494 4355 18945 28 10806 3189 18358 15269
2278,8229 8956 7610 5978 1385 16460 42 18859 1913 9205
2280,7989 3001 15916 14360 11715 9903 9346 10957 8643 14571
2292,17928 1813 2561 18051 953 7539 5675 9175 13105 20043
2306,5881 13034 6242 8573 13550 19555 8506 12834 4250 8956
2307,9346 6062 12071 12910 12237 16756 3477 10833 19263 16579
2312,18830 17200 1944 8725 6695 371 8717 1365 16203 11717
2322,12173 6 19654 6182 3832 3212 14679 865 10490 10694
2342,14826 7506 20172 8539 2736 8491 10691 11943 10591 14338
2358,28 1463 16045 18358 8452 18876 16254 3022 18848 4355
2363,3260 5264 6529 8456 11033 12358 15092 19978 5612 7717
2364,8956 4444 1635 4569 11366 42 7610 7111 20572 17096
2371,9007 1951 10089 6732 6220 11740 10691 17982 15653 607
2374,6223 14370 12071 18852 8047 5355 17241 19646 18645 2058
2375,3932 360 18728 10047 4364 15578 11366 3729 18893 19023
2389,2336 1713 6667 4202 344 4949 956 1422 19505 5374
2416,3519 6444 2151 13029 11664 16166 14826 18951 3798 14732
2420,5020 8437 6433 508 1023 9903 9491 11740 5722 4768
2431,20172 4514 11369 411 11648 15771 1189 10711 1523 4910
2433,7324 19046 5282 11795 2203 18466 2144 16417 18726 12802
2444,19555 3093 8822 19398 3644 15413 13550 4402 1741 12834
2473,20417 12396 17287 12769 6006 13212 16325 972 12991 14134
2484,14665 1393 19628 13548 15710 10169 13959 15499 9748 849
2515,9145 8996 9508 15781 19429 11241 13906 3968 4952 305
2517,8539 7506 1714 10251 9337 15771 2272 14826 11664 10591
2519,2317 1069 8767 17276 10636 20287 16182 9705 5112 3880
2524,5165 14612 13129 4267 5765 11750 8608 18063 10569 16731
2527,2024 13808 8362 1058 4514 5036 11803 16650 1096 2949
2545,16338 18418 4417 9887 17524 12393 9913 1909 14558 9528
2546,7312 15558 18575 2752 7857 4402 7517 19962 20394 15770
2547,4720 19008 16782 14178 10743 3491 17983 5534 20433 14796
2559,12243 18303 7311 19152 17431 7772 18150 19541 5018 15537
2561,4574 9163 13622 19364 7000 11282 8112 1020 15498 20075
2580,18096 1523 12510 11638 3519 7506 10269 1111 411 12436
2589,11753 10715 13129 17923 9903 5020 16433 8643 6036 2153
2593,8953 13894 15669 19699 17701 9710 8464 14770 15680 14777
2598,5576 12927 3173 15558 17699 11148 17918 16820 9429 624
2605,12071 18852 3242 9984 10957 9580 18645 14360 19786 17241
2622,8709 9257 7544 2508 8964 6776 9231 6704 16127 20157
2624,14322 1252 3838 2086 6103 1489 20372 6214 6823 12499
2634,18275 13406 13670 18404 20157 73 16708 8017 10738 16521
2664,1276 13385 2712 19606 9211 7321 17865 6735 6591 3799
2665,868 2997 8866 3551 12393 7506 12510 16601 8514 8539
2666,16905 8540 4850 6426 9681 17309 15873 13737 15750 12426
2680,463 18991 2336 10293 4202 1422 1713 14301 16663 9633
2696,9712 8481 7092 15096 9624 16381 5453 8728 11959 18716
2697,1951 6433 10833 16673 16579 6971 1290 15542 17114 16083
2713,13043 14213 13202 2417 16277 5746 6985 3260 19597 16080
2717,2236 3511 5474 14907 18490 2274 3787 9253 8138 6730
2727,4301 817 3698 4944 4359 15893 10743 5859 1290 10474
2730,6577 11532 4369 11715 8640 18850 13435 9984 18490 3669
2732,797 19431 436 16994 10591 13930 16379 7009 10339 963
2734,19339 3698 5925 9346 14556 16673 15750 308 3001 3424
2742,8345 13029 8659 12639 19602 637 10706 15542 7475 16994
2769,11327 2045 4379 16544 463 752 19505 1713 12129 8663
2777,14541 6660 10259 13787 11176 6139 2297 13592 9724 17819
2793,9477 2665 7321 14904 358 11029 11646 19466 9804 2231
2807,3835 4046 2912 6708 5881 8822 12599 19962 17459 3463
2817,5048 484 17657 3129 11871 5097 4901 10594 18383 5264
2829,17203 5031 15428 19414 1071 12393 10894 16615 7920 13231
2833,7545 11393 800 16663 10839 1713 18991 15036 5630 10438
2837,20362 10529 17597 13034 216 15907 17429 19489 3827 11373
2856,7931 18059 6577 14827 15967 6285 520 19597 15537 16293
2868,7989 14571 3698 607 308 9984 8507 3876 17923 2581
2873,14453 2088 8418 17515 1852 20408 17715 3418 11155 11164
2898,9231 14033 4998 4743 11483 13803 4812 16583 12721 8659
2909,15949 13735 1205 13288 115 2608 6591 14878 10807 1580
2917,5576 2117 15770 14453 15669 1719 6681 15781 5100 10013
2922,15090 13846 1712 12744 8041 3628 12868 7516 15324 9331
2934,4574 7000 20125 15498 1041 18804 18285 15923 5223 17226
2939,9598 19471 18795 8599 14983 2357 1384 16580 10591 624
2957,1014 13622 5846 5668 3403 6085 10894 16447 1071 7722
2965,1678 13385 7321 17944 13895 8549 19075 394 6735 6433
2973,4826 2984 19243 11257 6620 8749 2505 15438 18074 4692
2988,16852 9598 12927 10806 18848 3173 8599 624 14983 11283
3025,8894 13435 15526 19043 2489 8265 1547 4467 444 4552
3043,9203 1911 10845 15155 9839 20106 11463 1453 3785 13789
3045,4301 4948 16398 19339 8110 20331 20225 17869 942 3001
3049,5722 17447 12564 5485 15442 20359 6546 16484 18726 5514
3051,19662 20263 19055 3379 18096 6629 10878 17584 18266 10251
3086,11850 1719 15699 7728 16772 15669 9394 17701 855 17918
3092,15438 12311 5924 8275 13259 20242 14632 18906 5069 19411
3103,12768 12129 5630 15781 8910 1900 3606 10760 3788 16663
3105,7811 3434 12436 12311 17568 9705 6893 5685 2674 19962
3131,6971 8112 19814 13941 15090 15886 1023 411 2159 10481
3146,7077 699 9550 7545 3001 19134 4202 11112 12768 11347
3183,7147 7811 12393 8796 6299 13123 19730 4466 15355 20468
3192,6829 16587 4430 16998 9571 12875 12368 5200 12041 2276
3196,8539 11759 1687 15090 405 17820 3519 3001 1947 4743
3200,11286 18244 15548 9456 6313 15392 10446 5700 1246 9390
3201,7009 3463 12594 7728 3668 11850 19718 12599 17918 17034
3232,15209 5928 1494 13980 16471 1382 6892 14395 16760 18728
3244,20458 17732 7133 9175 15996 6113 11088 19850 553 17357
3245,2807 5139 395 4072 8781 913 15694 15485 9139 8959
3246,6698 15893 6522 9278 438 13731 8048 2190 16749 2518
3248,6330 3075 8417 7045 901 2815 17636 3517 1301 13917
3263,15650 11257 1373 1063 15935 4052 10880 17276 3802 5924
3274,15322 18425 14631 4283 2918 8407 17663 11805 9473 1147
3278,7577 17926 16923 20571 16309 7400 15735 16471 19334 2930
3287,7416 5667 18423 762 10580 2435 7298 12114 6672 15185
3290,3856 17346 4202 13805 6045 6954 699 6032 5206 14378
3292,8956 12436 2272 12563 5089 2873 20152 18096 19605 15578
3320,7000 20371 15624 793 6925 3535 4526 13155 4087 18285
3326,19414 10989 7920 11016 4072 3641 16615 1071 5031 20407
3329,10434 11916 15301 7260 16896 4549 17281 607 8356 9157
3334,6561 18409 19630 8050 18335 13435 17947 11740 9645 11610
3338,7977 6629 12488 260 5551 16474 751 7940 3343 19939
3353,1828 1357 2090 9007 2085 9392 6435 14604 7430 3915
3354,17550 20213 11774 3410 18062 19486 6043 16355 16080 628
3357,10259 1180 15646 1849 14012 4248 4658 8172 4467 17530
3386,9717 5485 16557 16802 14358 5722 2203 8067 7966 2247
3394,20329 6704 16845 14579 4952 18599 16563 9803 6581 15967
3409,7485 2891 9288 17815 11196 17695 6494 4106 6892 17556
3415,1746 5606 8953 1196 1975 9826 8681 2930 7728 9291
3477,5700 18034 17748 18376 12472 11286 14017 10446 9216 15667
3482,3600 7256 17200 4543 14949 371 8725 4347 3986 15341
3488,3519 12510 2151 14826 15204 8145 16601 15542 4910 8866
3497,4743 6453 1898 12075 8709 13531 20329 11759 8045 9229
3511,9412 15781 12739 9919 6971 13283 17203 12507 13930 18878
3523,4189 17154 12612 15969 8470 14714 15650 10100 17715 19878
3531,1300 2236 19690 4336 17563 5474 18093 658 13406 4447
3532,12563 3347 5089 8229 14920 18096 8956 10496 15578 16471
3535,3885 360 14591 16760 11206 15570 573 19023 8956 2705
3547,13542 16451 8749 7478 12910 15498 14668 5649 20042 12526
3561,2770 12220 20417 214 16325 11014 9625 12592 20244 2822
3567,18096 12315 17584 11226 19069 20295 2272 7465 18739 15474
3571,13006 12639 18074 17826 13990 10706 457 20555 9941 9500
3578,18051 5796 18794 18146 953 16491 15682 12801 45 18897
3589,18096 17774 18617 5089 12990 6103 13216 20197 15259 12436
3596,10930 4925 16293 1357 13302 1828 17166 1850 14579 6951
3634,17704 18392 16548 10323 19112 12287 658 5474 18712 1365
3645,12550 8725 4029 17560 14949 16812 4148 8526 13570 15430
3650,10470 18987 4998 19486 5746 13043 7750 11002 14375 16277
3678,13251 1489 12510 14008 10591 18358 797 4839 19602 2151
3696,2273 8362 7478 6287 1461 7660 5649 4944 15908 18826
3704,1883 19602 12303 7047 13024 8828 10710 17598 4414 2549
3711,302 1020 7765 20154 12857 20081 15713 2025 5576 1195
3712,9473 17663 4672 2551 17635 663 8407 6821 6672 4253
3720,18617 17774 7485 18672 13250 20263 19385 8118 18266 2873
3728,6823 4695 10346 9383 3813 4812 19824 6933 17114 16536
3746,11417 9441 1434 6971 653 5815 19462 5947 1023 7159
3747,1698 11133 18361 8437 4962 12765 15547 15471 2508 12075
3759,14662 7989 10833 9383 5968 17129 16536 8378 13626 20532
3780,436 14453 17420 2418 7400 1852 2402 4412 2088 11155
3784,19055 8466 18575 10921 15050 11646 14295 2088 9257 2132
3798,14660 9413 7827 9137 15682 20043 907 20008 12801 3937
3805,9231 1627 12623 18669 20349 56 7335 6408 6606 14033
3807,18051 2561 17138 7133 18146 19850 7174 17928 11478 953
3808,2886 4180 1192 3943 14571 817 19305 8643 3685 20163
3816,1195 8934 15713 6933 18440 3011 17545 3790 14178 20216
3822,7478 2204 12393 3880 9676 956 8324 14097 16451 5649
3827,18266 13216 11638 2873 2272 1591 18059 10930 19605 17774
3851,4401 15187 3556 17584 14826 10024 8491 2919 11226 10202
3863,9003 8498 12688 6287 15360 20415 6529 8288 4857 2887
3872,10848 2497 14008 2919 5572 2579 5768 20515 10251 4401
3875,2117 3011 7964 19781 5685 550 13006 13550 12129 11474
3888,15701 12311 14632 3648 12393 18906 2505 19411 4052 19555
3893,4760 2931 16551 19485 2758 3498 17554 6252 6309 18715
3898,20065 9518 15866 10878 17063 3870 13535 12633 2091 14899
3910,10691 8112 5751 2665 8342 387 5906 15430 4928 19466
3916,2108 11961 16315 668 8506 19398 16171 4965 13550 14508
3918,18468 18856 11688 20232 17414 18951 5355 10442 3628 2551
3933,10250 13139 17034 541 18649 20134 13006 20475 17239 16182
3940,13998 19590 4189 9913 17634 18191 14097 5649 11233 8985
3944,797 2272 20263 2873 18096 5572 15259 19602 4482 3961
3946,5749 1513 12815 11510 15185 10577 4672 12740 13893 1466
3954,3511 11251 13908 6460 9008 12220 8910 16839 12592 18753
3959,10496 19662 16579 1252 4523 3424 20203 12488 16749 15466
3968,8767 10711 16866 1523 20167 1422 12510 3788 4949 8539
3969,12187 13435 14190 13477 8437 20461 1078 4248 16617 11843
3971,9635 8360 1050 2891 8160 20152 19367 19844 10711 10684
3984,6776 16127 6868 14033 2508 19340 5100 9003 18275 4743
4000,11916 3445 10825 13940 12220 15459 18290 972 8173 15301
4008,1951 5722 12564 20461 8361 5020 20359 18312 5601 8437
4013,2221 16289 6672 5606 17869 3242 7961 7490 17635 15988
4023,16821 3023 4853 3099 20268 8813 7964 14663 3741 3378
4036,16126 7272 6383 8879 9704 4572 18709 3021 15362 12093
4058,4258 6086 20197 3911 3777 9942 4953 10768 2677 4305
4082,6444 4909 4355 19026 13251 1023 624 14338 7843 4422
4091,16494 16601 8866 4910 12510 11369 16835 11943 5606 8822
4112,5031 3403 5846 7920 9380 15495 1071 17203 10894 16657
4119,4526 3535 1830 15864 4087 16697 19352 19321 1041 15624
4124,17635 6672 20285 1441 11880 18556 3712 11510 3242 724
4142,14758 6892 18728 13237 3347 17096 14395 13250 20263 8229
4151,20268 14994 18899 17203 15428 5031 3633 15495 13439 4430
4154,1180 4433 6597 6139 13154 1849 2489 4720 14012 877
4165,8045 4743 6776 16521 56 1898 17200 4148 8138 16718
4174,12623 6868 3855 1653 18275 7936 14907 12931 1060 18336
4182,7760 10038 2520 13041 8164 13486 18580 3860 19199 4100
4186,19243 11233 10419 13542 19590 17634 13424 4909 3802 7109
4188,18440 1434 12908 19590 6933 19733 3979 19362 4113 5296
4189,19662 17239 4060 17584 19069 2497 14758 13216 9635 3431
4193,1039 6915 10081 19733 7398 19119 1014 4072 18464 10870
4195,5482 14360 4675 1492 5324 7172 4695 12526 14615 10957
4216,2873 1111 20172 16494 2272 11664 18266 13029 11943 4523
4226,15347 6005 3304 15702 6496 8242 16822 2085 7341 4074
4231,800 20268 14994 3790 7153 12599 12718 19838 10234 11622
4236,14022 12666 16859 16203 1365 2730 19648 10842 13835 11882
4238,13333 3534 15537 15967 913 12688 18150 5893 19556 4333
4251,9834 18824 663 14147 17071 19154 5149 15322 4253 9486
4256,463 8145 1189 3856 4720 15661 4949 12196 9690 7506
4258,1965 1282 4692 7183 12608 8727 8210 17280 3718 18743
4262,5328 12963 16502 2736 5892 11012 19047 12499 4133 5024
4265,17239 11107 17034 7153 12594 9705 10250 13237 2780 15578
4267,12961 19928 16313 9326 9211 4745 4704 15036 16496 16457
4293,15669 5881 15767 18503 13006 10112 12639 18875 11070 9710
4295,2132 14904 10977 6971 8112 4058 19008 15474 14375 10691
4296,3698 9903 4954 11306 14499 17003 11977 15750 11947 15466
4297,14509 17281 8573 10269 10339 3418 6496 10921 13188 8418
4299,2551 9834 4253 9473 8672 10834 5651 7961 15722 11688
4300,11157 16083 7085 4954 7868 2980 9778 16433 14322 17984
4302,14147 9940 8031 12766 19154 5651 11451 19969 4339 4370
4307,15438 8749 20023 19733 961 2765 19629 4466 14807 8324
4309,18361 2730 17560 4369 2603 19462 20193 18404 56 5474
